userName,content,at
Nick Sutanto,Kangen.. Ketemu anak yg HILANG..Karena Covid 19..,2021-05-06 09:37:16
loekman hakiem,Pokoke is the beat,2021-05-05 12:00:22
slamet septiono,Saya jarang keSB karena pandemi tiba tiba saldo saya hilang 🤣🤣🤣,2021-05-05 09:33:31
dewi hakim,Mw daftar saya tdk bisa,2021-05-03 19:15:27
Henukh Mezaveoo,Good,2021-05-03 18:00:45
Dina Lorensa,sy binggung cra daftarny,2021-04-29 10:38:18
Febrian Utama,Kenapa saya gak bisa login kembali ya,2021-04-27 21:01:27
Yunika Septia A.P. IXA / 30,Kenapa ada selalu ada tulisan your sesion is already expired Dan saya coba masuk ga ada nomor otp nya,2021-04-26 18:40:09
Selamet Supriyadi,Terimakasih reaward Rp 1 nya 🙏😀👍,2021-04-22 03:23:23
Benni H T,G bisa daftar. Unlimited loading,2021-04-21 11:46:36
SUGENG SATAUSA,"Saya kasih bintang 5 ,meski saya belum tahu membuktikan saldo saya bisa masuk apa tidak..",2021-04-16 23:46:09
Raihan Putra Pratama,Admin ini gimana ya Maksudnya bacaan ini apa ya( AT LEAST ONE SPECIAL CHARACTER) ga paham saya bikin akun disitu doang gabisa,2021-04-15 11:51:34
Debby Mailoor,"Kenapa saya tidak dapat nomo otpnya padahal udah berkali kali aku coba tapi tidak bisa, nomor udah sama,dan udah pakai Imel tetap tidak bisa,dan nomor otpnya tidak ada udah hapus aplikasinya dan download lagi tetap tidak bisa pas lagi di Starbucks nya aku tanya sama stafnya,stafnya bilang mungkin jaringan... Dan aku tes dirumah tetap tidak bisa. Bagaimana ini klo gitu aku engga usah download ini aplikasi nya.... (Semoga bisa paham)",2021-04-14 00:32:21
Erna Fery,Ok,2021-04-13 10:04:04
satria putra,Bgs,2021-04-10 13:56:20
Arief Firmansyah,SANGAT BURUK SEKALI .....!!!!!!,2021-04-08 15:32:59
Venyza elfatwa,Kenapa kode otp nya pas masuk gagal mulu,2021-04-07 13:23:48
Weny Raharjo,Bagus sihb,2021-04-03 13:36:32
Nono GPM093,Ok star,2021-03-31 12:05:36
stefan limiki,Ga bsa masuk.. Stuck,2021-03-31 07:27:27
Ade Gouw,⭐⭐⭐⭐⭐,2021-03-28 21:01:34
selamet riadei,Mempermudah dalam bertransaksi serta pengecekan jumlah rewards kita juga dapat mengetahui history transaksi.Pembayaran dengan tap tombol pay akan keluar semacam barcode arahkan ke scanner yang ada di kasir starbucks.,2021-03-23 02:13:35
Muhammad hapiz,KENAPA KODE OTP TIDAK TERKIRIM KE SMS SAYA,2021-03-21 15:49:59
Jeff Kor,Top,2021-03-20 13:18:37
l mslmh,Pembayaran di aplikasi berbayar kenapa tidak bisa masuk ke sini ya,2021-03-15 12:43:09
Hendra Febrianto Saputra,"Aplikasi sangat ribet, membosan kan, masih banyak coffee yang lain yang saya minat, udah mahal rasanya sama saja sama kopi whaik coffee",2021-03-07 21:32:11
Ari Sofyan,Cakep,2021-02-28 01:24:38
"Tri Sutrisno, SH",Top,2021-02-27 21:18:07
Windabesusuara geminx,tolong Code starbuck ditambahkan,2021-02-21 18:27:19
Rahmad Purnomo,Ternyata kalau sudah jadi Starbucks Premium nomor hp nggak bisa di ganti. Gimana jadinya kalau nomor yg udah g aktif dipake orang lain? Tolong dipikir lagi agar bisa ganti nomor. Kalau gini kan jadi susah juga Costumer nya.,2021-02-17 09:07:42
Puspita Sari Butar Butar _007,"Kenapa saat saya masukin nomor hp, dibilang invalid? Padahal nomornya udah benar",2021-02-15 18:02:29
Vivie Andika,Ikutan member kok mlh jd ribet gini.. ga bs diakses kodenya utk msk sign in pdhl udh daftar baru.. gmn ia crnya utk komplen nya???.,2021-02-10 17:49:50
Tommi Marulia Tua Purba,Baik,2021-02-09 12:25:52
Puty Tisya,Kenapa selalu loading lama sekali kalah mendaftar tapi ujung2nya tidak terdaftar dan saatbmendaaftar ulang dengan nomer yang sama malah sudah terpakai ? Login dengan email yang di daftarkan tidak bisa bagaimana ini?,2021-02-05 11:02:48
Berlin Tamba,Ok Google,2021-02-02 03:34:08
Hilda Sarumaha,Gimana sih cara mendaftar nya... Ko saya gak bisa bisa. Pada hal sdh mengikuti syarat nya. Tp gak bisa lanjut,2021-01-24 12:24:16
Ricky Sandro,Simple and gampang,2021-01-21 13:26:40
J3 Yu,Ok,2021-01-12 14:39:08
Erwin Bayu,Dah 2 hari ga bisa download aplikasinya. Tertunda mulu,2021-01-07 22:45:11
Handojo Sahono,Tidak bisa login setelah input yang pertama. Selalu dibilang salah username dan password tapi setiap pilih menu reset dan disuruh input password baru begitu langkah berikutnya dibilang password gak bisa direset. Bikin frustasi aja rasanya,2021-01-06 22:39:36
Yuliansyah Pratama Putra,"apps nya keren sih.. pertahankan, dan tingkatkan lagi",2020-12-31 18:47:39
Aradhea an,Saya punya giftcard tapi kenapa pas di klik tidak keluar kode dan pin? Link nya juga tidak bisa di buka. Tolong dibantu,2020-12-30 15:07:39
Maria Magdalena Aristya,Banyak promo menarik,2020-12-29 23:34:06
Aprilia Yolanda,Mantuul banget,2020-12-25 10:04:52
Boyke Barus,Bagus aplikasinya. Mudah pembayarannya. Informasi terupdate selalu.,2020-12-17 20:00:00
Charles JoySusanto,good,2020-12-17 05:30:19
Shalsa agustina Maryam,"Ribed iih harus satu"" gak bisa langsung pas join nya,",2020-12-15 16:34:52
Muhammad Ali,Kenapa harus di klik satu-satu dlu sih untuk masukkan pin?,2020-12-13 12:31:42
Adhinda Anandry,Mangstabb bingitz,2020-12-08 20:28:17
Lisca Khoirunisa,Tidak ada kendala apapun. Gausah ribet lg bawa kartu fisik. Hihi suka💕,2020-12-08 00:56:33
Aliyudin Kamil,Bikin password aja menyusahkan,2020-12-06 14:41:01
Tita Ganda,Jooozzzz Mantaaaab,2020-12-06 05:46:37
Fonny OXXOTH,Paling disukai sma org baik anak2 sampek tua2 ....tingkatkan terus...byk2 promo dech....,2020-12-04 16:46:58
Rahmansyah Arief,👍,2020-12-02 10:52:41
Fiz _aiz,good,2020-12-02 03:09:44
Danzeldy Official,"Ribet banget asli masukin PIN kudu klik kotak dulu baru ketik, harusnya otomatis pindah ke kotak selanjutnya dan bisa langsuk ketik PIN tanpa harus klik kotak. Bayangin aja ke enam kotaknya harus klik baru ketik, buang2 waktu.",2020-12-01 02:07:28
S Ryan,Tempat Tongkrongan Mengasikkan 😉🙂,2020-11-30 08:34:35
Sri Pitri Rahmatiah,Oke,2020-11-28 07:33:09
Raj Fathin Al Ghiffari,"Lagi error ya? Ko gabisa top up deh nge load melulu Udah di install ulang ttp gabisa ,hadeuhh..bikin ribet begini tau ga",2020-11-22 16:05:59
Riri Handayani,Good job,2020-11-19 12:40:15
Grace Sibarani,Turbo vpn,2020-11-16 22:38:55
Syaiful Bahri,"Tolong dong di perbaiki lagi app nya, gagal login terus",2020-11-16 20:23:27
angga maulana,"Sejauh ini menggunakan apk starbucks tidak ada kendala, semoga kedepan nya terus seperti ini. Saya ada masukan, kalau bisa di apk starbucks untuk menu merchandise nya dilengkapi dan juga disertakan dengan harga nya, menurut saya itu akan lebih menarik. -terima kasih",2020-11-15 12:46:31
ATHAR NUGROHO,Bagus,2020-11-14 17:38:05
NYOMAN OKA,Iiich sediiih bner level gw turun ke green lagiii.. padahal udah cape ke gold level...😭😭,2020-11-06 17:55:54
Daffa Reri,tidak bisa sign up pada aplikasi... internal error,2020-11-06 11:44:05
efra tiberian,Wew komentarnya pada kasih - semua... Uninstal ahhh 😉,2020-11-05 19:38:30
Rully Sjahanzah,Aku suka makanan dan minuman kopi kesukaan aku kawan,2020-10-30 13:30:00
marhaentojp,mantab,2020-10-29 17:57:24
Marry Laure,👍,2020-10-29 03:02:45
Indah Purnama Dewi,"Hari ini ikut promo top up pay day 200rb, biasa dapet free minuman, tapi hari ini ga dapet.",2020-10-28 18:32:23
Teguh Riyadi,Mau tanya ini untuk menggunakan reward voucher Rp 1 utk pembelian kopi syarat n ketentuan nya apa ya...terus hrs top up minimal berapa ....tq,2020-10-27 09:01:13
Siti Nurafifah,"Saya sudah bikin member card di toko. Knp tidak bisa di tambahin di akun Starbucks nya ya. Infonya no kartu salah, padahal saya baru bikin member cardnya",2020-10-25 21:29:32
Dwiko Yudhi,Menyenangkan dan menenangkan,2020-10-25 16:29:01
Daniel Wu,Menurut Gue starbuck emang Bagus ya pelayanannya. kalo ke gerai mana pun gue selalu dilayani dengan baik. kadang pake kartu kredit dapet Kopi gratis. tiap ulang tahun dikasi Cake dan Kopi gratis. yg ngasi bintang jelek belom ngerti kegunaan dan manfaatnya..,2020-10-25 16:21:12
Gilang Ramadhan,Perfect,2020-10-25 10:49:13
Hendra Febrianto,aplikasi tidak berguna,2020-10-23 15:06:53
Nuy Chan,orang mau registrasi mau topup lemott banget kya org mau minta ngopi gratisss heran,2020-10-22 22:55:52
Ahmad Ibrahim,Good experience,2020-10-22 11:47:23
Eko Roby Samudra,Excellent!,2020-10-21 19:04:07
Puspa Puspa,Sukaaaaa,2020-10-20 19:22:51
Ruri Sarasono,Awesome,2020-10-19 15:58:43
icha moeslim,Pelayanan nya bagus,2020-10-18 17:25:04
Tati C,Lifestyle trensetter check,2020-10-18 09:17:01
O K,Sangat bagus,2020-10-17 17:45:31
Keny Ahl,Coooooooool,2020-10-17 15:20:54
NUR AFFANDY,Best,2020-10-16 23:23:07
Lieswanto Kamsiana,great apps,2020-10-16 17:00:09
Yuli Anna,Baik cepat,2020-10-15 18:10:09
Irma sari simanjuntak,banyakin promo buy 1 get 1👍,2020-10-15 11:59:52
Obed Onessa,Goood apps,2020-10-15 08:50:01
T.Rian Riyandi,👍🏻👍🏻👍🏻,2020-10-15 05:55:39
Kornelius Adi,Mangstab,2020-10-14 23:29:00
Dee ans,okayyy,2020-10-14 18:05:07
Diah Sari,baguss,2020-10-14 17:21:21
Wijaya Cipta,Masuknya susah bro,2020-10-14 16:27:07
Christin Hutajulu,good job,2020-10-14 16:14:25
Arie Haan,Good,2020-10-14 04:51:10
Muhammad Fais Dian Setiawan,Halo min. Kok saya ga bisa masuk dengan alasan. Server terkini sedang tidak tersedia. Tolong di proses ya min thank you.,2020-10-12 18:26:30
Mami Toto,I like it,2020-10-11 21:59:51
juliana hartono,Bagus,2020-10-04 16:29:51
Intan Diana Wildha Pratiwi,Saya baru beli card starbucks. Terus saya sudah daftarin lalu mau sign in ga bisa terus pas mau isi otp dari email. Sia-sia dong saya beli. Kecewa !,2020-09-27 11:16:18
zuprianto Zulkarnaen,Mw daftar g bisa masukin tanggal lagir. Setiap klik tanggal lahir aplikasi lsg crash dan menutup sentiri. Sdh 2 hati spt terus.,2020-09-24 15:21:13
Asep Suherman,Sy ga bisa,2020-09-23 10:15:27
Widari Adli Suci,Terjadi error untuk kartu edisi yang terbaru yang seperti itu,2020-09-20 22:59:28
Vevis 02,ga bisa login 😂,2020-09-19 19:36:09
SATGAS POLRi,"Gaess! Aku tidak mengerti aplikasi anda ini.masalahnya aku tidak bisa masuk login diaplikasi anda ini.sudah berulangkali aku coba login masuk tp,akhir nya nihil jg gaess.jd mohon maaf sebelumnya nya,aplikasi anda harus aku hapus dari akun aku gaess🙆trmksh 🤗🤗🤗",2020-09-17 12:04:42
Kenny Vedran,"Hi starbucks, gimana cara lihat transaksi terakhir?",2020-09-14 14:38:45
Lutfi Fachraindi_4TA03_Kelompok 2,ntap,2020-09-14 05:52:56
Kiki Rezky,"Aplikasi kurang baik dalam hal penyimpanan saldo, terlalu serakah untuk menggunakan saldo, isi saldo 100rb itu hanya untuk minum kopi aja, seharusnya saldo bisa ditransfer sesama member sbux card dan lebih baik lagi bs ditransfer ke rekening bank kita dan bisa top up lewat bank, jangan top up di outlet aja",2020-09-12 21:27:32
Dimas Fajar bahrudin,"Gak niat kasih reward, harus top up dulu min 100k",2020-09-07 21:16:51
Ary Pratama,"Starbucks promo reward bayar 1 PERAK dari aplikasi. Gak dijelaskan sebelumnya, syarat ketentuan nya. Ternyata harus top up minimal 100 ribu untuk bisa nikmati promo nya. Di Indonesia, kalian harus kasih jelas keterangan dan syarat nya. Bisa kena hujat se Indonesia kalian nanti. Untuk sementara kasih *1 saja. Karena gak beres promosi nya Bye bye Starbucks Indonesia",2020-09-07 15:56:54
Dd wan,Ternyata top up dl 100rb baru bisa gunakan voucher 1 rupiah nya.. Hadeh.. Auto uninstal deh,2020-09-07 15:56:01
Mek In,"S&K BERUBAH TIBA TIBA KAMI JAUH"" PERGI,PAS DATANG MALAH HARUS TOPUP FUCEK",2020-09-04 20:21:21
Muhammad Octaviandi,EHH SALA GAES,2020-09-04 20:20:41
Gampro,"Buruk sekali mau sig in aja susah amat OTp 10 x gagal mulu, unistall",2020-09-04 19:13:26
DW,"Pelayanan sangat jelek sekali di starbucks apartemen kalibata city jakarta , dimana reward Rp 1 harus pakai top up dan tidak bisa tunai, mana pelayanannya ngg ramah!!!!!!",2020-09-04 14:06:21
Kristianus Siburian,Aplikasi gjls pas daftar malah keluar sendiri,2020-09-03 13:38:31
Erna Wati,Bagus,2020-09-02 13:11:59
Felicia Meidiana,Bagus,2020-09-02 13:11:02
HARRY PRASETYO,"dapat promo 1 rupiah tapi disuruh top up dulu, yah sama saja dong",2020-09-01 20:09:06
QUANTUM PROJECT,"Kenapa saya tidak bisa memasukkan birthdate ya? Mohon bantuannya!!! (sip pelayanan responnya, udh naik 5) terimakasih",2020-08-30 21:35:06
Frederic Juan Steven,Gabisa registrasi parah banget,2020-08-22 00:06:44
Giri Santika,Bagaimana cara registrasi digital cardnya??? Saya tidak tau nomor card saya Makasih,2020-08-20 14:29:40
Hapsari Damar,Hapsari drama Putri 27,2020-08-18 19:53:07
Puji Hs,"Gak bisa2 nih dr td sign in , payahh",2020-08-14 12:17:08
Yanti Kris,1 aja ya,2020-08-11 17:22:55
Senja Petresya,Good,2020-08-08 18:11:18
Banta Phona,Maaf ini passwordnya susah banget mau confirm,2020-08-02 21:44:36
Suhandoyo Suhandoyo,"Restoran terburuk yg pernah gw liat melakukan diskriminasi terhadap driver gojek tak boleh menunggu pesanan di dalam resto, apakah kami para driver ini bkn manusia kami ini beli bukan minta anda ga tau prinsip dagang pembeli adalah raja anda mau untung dari kami para driver tp ga boleh nunggu di dalam restoran dan suruh km di luar ja hrsnya anda malu...",2020-08-02 08:03:31
Malika Zahra Akila,"Dari pertama saya download, saya gk bisa sign up, waktu di bagian mengisi tanggal lahir selalu langsung keluar apk. Sudah berkali-kali saya coba tetap gk bisa. :(",2020-07-30 04:25:45
kristin lindawati,Ruwet slalu lockout trus pass lupa..tolong usahakan gak pake angka2 ato apa biar gak bingung slalu spt ini,2020-07-27 15:44:04
Bastanta Tarigan,Dipermudah,2020-07-26 10:56:27
viggy maria,Oke sih.. Cm agak ribet pas bkin pasword ny aja..,2020-07-24 13:28:52
Ardan Gumelar,"Sampah, ga boleh salah masuk app",2020-07-24 13:13:21
Camillaa S,Ini ko ga bisa sign in ya,2020-07-21 17:58:53
M Karmin,Lalot,2020-07-20 09:03:44
Eunike Veroline Huang,Ok,2020-07-19 23:10:15
Amorta,"Sekarang udah ga asik sama aplikasi ini, topup ga bisa pakai voucher map, pakai cc jg ga bisa, cuma bisa debit, klo online dikit doang virtual akun nya. Kartu mati klo ga digunakan 6bln walau msh ad saldo, reward berlaku 6bln tok, Payahhh payahhh..makin pelittttttt. Mungkin keuntungan mereka makin dikit kali ya setelah kehadiran byk tempat ngopi yang lebih bagus.",2020-07-15 08:29:00
kamarudin gazali,"Untuk Starbucks Big Mall, tolong semua pekerja nya Profesional dalam bekerja. Apalagi terhadap Diver Online / Ojol, jangan terlalu Diskriminasi. Karena sebelum Orderan Driver Ojol ambil di Resto Kalian, uang dalam Saldo Driver sudah dipotong belanjaan di Aplikasi Starbucks. Kami para Driver bekerja lebih Profesional daripada Kalian. Cam kan itu atau lebih baik Tutup aja Aplikasi kalian di GRAB.",2020-07-14 17:26:54
Parluhutan Pardosi,susah didownload,2020-07-12 18:52:06
trader pemula,Perlunya fitur penarikan saldo ke bank juga. atau transfer antar card. thanks,2020-07-11 21:14:27
Mohammad Fajar,Kenapa saya tidak bisa daftar padahal saya baru saja dapat member card nyaaa,2020-07-09 17:38:23
theeo2786,aplikasi bagus,2020-07-07 11:26:15
bejo semar,Susah login aplikasi jeleeeeek,2020-07-05 13:13:29
ganda caisar,maju terus,2020-07-02 12:46:02
RENI ROV OFFICIAL,"Kak apakah kartu lama (sudah kadaluarsa) saldo bisa di pindahkan ke kartu starbucks yang baru yg sudah aku daftarkn? Klw bisa, Gimana caranya ya",2020-06-29 21:36:27
grils official,Kenapa kok susah masukin password nya padahal udah bener kasih jawaban ya,2020-06-29 20:56:42
Romeo Subandono,"Ko invalid phone number terus.. tiap minta OTP.. benerin lah masa punya nama besar, aplikasiny bobrok",2020-06-29 17:33:51
nindia putri utami,"Akun saya terlogout. Saya lupa pass, terus reset. Tiap ganti pass baru selalu tulisannya ""reset pass failure. Please try again"" padahal penulisan pass baru sudah sesuai. Jadi gimana sy mau cek kartu sayaaaa????",2020-06-29 12:58:30
D. Rakyan Erlangga Rizki Wardhana,Saya kasih 3 dulu semoga kedepannya sistem dan pengoperasiannya berjalan dengan normal,2020-06-28 22:41:46
Vincent.J. F,"reset password gagal terus, gak bs reset",2020-06-28 20:48:47
Versi “Vero”,cool!,2020-06-24 23:26:51
Pevski,"Registrasi sih gampang, cuma pas login susah bgt. Tolong dong sistemnya di perbaiki. Kan udah punya nama yg gede nih, masa ngurus aplikasi aja ga becus. Terimakasih",2020-06-22 04:44:31
Lutfiana Dewi Hasan,👌👍,2020-06-21 00:11:45
alfi markhani,T O P,2020-06-19 07:27:32
Irina Kusuma,Sulit mendaftar. Password susah. Otp tidak terkirim. Aplikasi eror ketika memasukkan tanggal lahir. Payah,2020-06-18 15:32:11
Angel Suciita,Very good,2020-06-11 17:29:55
emah widayanti1,Log in mau masukin code isi otomatis tp tetap tidak bisa..mohon bantuannya,2020-06-07 09:35:17
Dimas Cahya Munggaran,User friendly,2020-06-04 19:02:56
Vivian Metta,"App starbucks membuat kita lebih efektif&efisien. Tetapi, kenapa kalau ada versi baru harus selalu didownload kalau tidak app starbucks jd tdk bisa terbuka.",2020-05-29 12:48:33
Said 10,Saya kesulitan Ngaktifkan kembali aplikasi ini Tdk Sinkrons invalid terus Kapan bisa Validnya Padahal Emailku sudah Benar,2020-05-28 05:40:49
amalia faradini,Aku baru mau daftar tapi nomor telfonku disitu invalid. Kenapa begitu?,2020-05-24 20:45:23
Charles Wijaya,Poin saya hangus begitu saja gk ada tenor perpanjangan,2020-05-24 15:58:34
Yuni Faudziah Nurhasanah,tidak bisa input otp kode pas udah selesai registrasi gimana ya,2020-05-23 18:35:36
Sutrisno Setiawan,"Sudah daftar, mau login.. Otp sdh Terima d email.. Tapi g bisa d masukkan k app.. Agak sebel",2020-05-22 19:40:24
Arief Gianindra Budiman,"Starbucks indonesia mohon perbaiki sistemnya , saya tidak bisa login dengan email yg sama padahal Saldo saya masih banyak di akun tersebut sekitar 200k. Mohon konfirmasi nya terimakasih.",2020-05-22 13:04:26
Andy Basli,"Starbucks Indonesia "" Best """,2020-05-22 08:29:41
Hesti Diah,Great,2020-05-21 08:57:13
Dhea Amanda,Udh sign up mau sign in malah katanya email dan pass salah pdhl udh bener..hadeuhh sekelas starbuck bsa bgini,2020-05-19 18:30:40
melisa lisa,Good,2020-05-18 19:45:07
Suryadi Kurniawan,Baik,2020-05-18 16:19:05
Ali Fikri Manfalathy,Bagus,2020-05-18 12:32:24
HANS DANIEL Panjaitan,keren,2020-05-16 18:35:16
Hengky Kw,Nn,2020-05-15 18:12:12
edo nice,"Setelah update, malah saldo saya hilang semua di account starbuck, gimana ini krn posisi sy di luar kota dan tdk ada starbuck di wilayah saya, jd sy tdk pernah pake kecuali pas di jakarta/jawa, pas covid begini, malah saldo hilang 200rbuan. Gimana tanggung jawabnya? Kapok lah isi2 saldo lagi next time, sy ga pake lagi, kayak ga ada kopi lain yg enak saja, semena2",2020-05-13 22:48:30
Gerald Mumu,Sangat baik Pelayanan nya di starbuck bni,2020-05-13 11:32:52
Ded Yoh,good,2020-05-12 14:38:52
Kevin Sadrakh,tidak bisa membuat password,2020-05-09 21:34:58
kakang ifan,"seharusnya ADA promo dan di notif kepada member, jangan cuma dari LINE saja",2020-04-29 23:07:17
Pengguna Google,Rizky Kurniawan,2020-04-23 12:41:36
Pengguna Google,"nyammi, bersih, terjamin , enak puooll",2020-04-13 10:24:21
Pengguna Google,Kok ga bisa masuk?,2020-04-06 15:32:29
Pengguna Google,"Sangat mengecewakan , sering kali keluar dengan sendirinya ketika dibuka setengah mati untuk masuk kembali .",2020-04-05 19:50:24
Pengguna Google,Ga bisa sign in padahal password sama email bener. Ada peringatan salah password atau email. Udah 2 hari sign in ga bisa,2020-03-30 18:24:07
Pengguna Google,Aplikasi yang mempermudah member mengetahui banyak reward yang telah diberikan. Tempat ngopi terfavorit.,2020-03-29 19:36:27
Pengguna Google,Mantul,2020-03-27 20:14:13
Pengguna Google,Aku baru mau aktifin baru kok ga masuk masuk ya ke email untuk kode nya ???,2020-03-24 17:52:49
Pengguna Google,Lama londingnya,2020-03-22 21:09:44
Pengguna Google,tolong min di starbucks dan mogot karirnya ada yg judes saya kurang nyaman untuk memesan minuman/makanan,2020-03-20 21:35:55
Pengguna Google,Susah banget loginnnya binggungin juga,2020-03-18 12:49:30
Pengguna Google,Still don't get it how use this app,2020-03-11 22:32:50
Pengguna Google,Ribet loginnya..passwordnya lamaa,2020-03-11 12:33:14
Pengguna Google,Gak bisa bikin password... Dan ga mau ke submit pdhl password nya udah kombinasi huruf besar huruf kecil sama angka tp tetep ga isa.. Tolong dong diperbaiki aplikasinya.. Thanks.,2020-03-11 09:34:02
Pengguna Google,mau sign up gabisa bisa karna pas mau masukin tgl lahir malah keluar dr app terus2an,2020-03-10 17:35:20
Pengguna Google,Kode tidak kunjung d kirim lewat Email Payah!!!,2020-03-10 12:22:20
Pengguna Google,Gumana sii cra bikin kata sandinyah susah bngt ?,2020-03-09 17:13:35
Pengguna Google,"Kurang canggih. Utk install apps ini, play store nya harus di negara bersangkutan. Jika punya kartu dari negara lain, tidak bisa install apps karena harus ganti login ke negara tersebut. Lebih baik lagi jik 1 apps bisa handle semua negara. Atau spt fast food yg dpn nya M, apps antara ID dan SG beda, tapi utk install apps SG, saya tdk perlu login di google play SG.",2020-03-07 05:32:15
Pengguna Google,Susah banget bikin password doang. Uninstal ajade!!!,2020-03-06 18:17:48
Pengguna Google,Sering eror.. Aneh.. Jd g bsa byr dgn uang yg di aplikasi.....,2020-03-05 12:25:33
Pengguna Google,Id saya terblokir bagaimana ini,2020-03-05 11:51:03
Pengguna Google,App tidak bisa di buka pada tgl 5 maret 2020,2020-03-05 09:09:13
Pengguna Google,Tidak dapat di gunakan di android,2020-03-05 08:34:41
Pengguna Google,kok saya tidak bisa masuk ya? saya sudah masukan dengan benar,2020-03-02 18:11:55
Pengguna Google,dengan ini saya mendapat bintang Starbucks Coffee. THE BESTT!!!,2020-03-02 17:20:34
Pengguna Google,Terkendala pasword padahal d app lain ok aj,2020-03-01 11:35:48
Pengguna Google,Ok,2020-02-29 19:13:42
Pengguna Google,"Bugs when Sign Up on Birth Date information, kindly fixing soon",2020-02-29 10:35:21
Pengguna Google,Gawe kaga tiba tiba sibuk servernya.,2020-02-28 14:55:11
Pengguna Google,Ga bisa login nih.. Aplikasi paan nih?,2020-02-27 06:06:13
Pengguna Google,Pelayanan nya ok .,2020-02-26 14:46:22
Pengguna Google,Good,2020-02-22 11:02:45
Pengguna Google,"Gagal terus pas mau sign up, pas di date of birth selalu keluar mulu",2020-02-22 06:11:12
Pengguna Google,"App yg sangat membantu untukq pembelian dan promo"" SB .. Good apps",2020-02-21 11:24:22
Pengguna Google,Kalo mau beli tumblernya bisa di app ini ga?,2020-02-20 23:10:26
Pengguna Google,Saya suka sama aplikasinya 👍,2020-02-20 19:42:59
Pengguna Google,Simple but helpful,2020-02-20 07:27:03
Pengguna Google,"Sangat payah buat pasword , ribet dan gak bekerjasama , toh pasword suka kita yg buat, ini harus tu harus tambah ini seperti ini itu, dan akhirnya karna tidak berhasil saya uinstall",2020-02-19 19:30:43
Pengguna Google,Tolong di perbaiki bug yg terjadi ketika ingin sign up. Selalu force close atau crash ketika ingin mengisi kolom date of birth,2020-02-17 17:55:50
Pengguna Google,Ok,2020-02-14 17:38:12
Pengguna Google,Register via web alwys crash.. Force close apps,2020-02-08 20:17:56
Pengguna Google,Saya gak bisa sign up:(katanya password-nya eror trus:(,2020-02-08 15:00:22
Pengguna Google,Mau ganti paswword karean lupa ehh pas kirim email koq gk ada belsan dari sturbucks ny y,2020-02-06 16:58:21
Pengguna Google,Ok,2020-02-04 09:25:35
Pengguna Google,❤️,2020-02-03 16:32:32
Pengguna Google,Mengapa sekarang tidak bisa topup pake kartu kredit Visa/mastercard...????,2020-02-02 16:29:18
Pengguna Google,good,2020-02-01 08:48:25
Pengguna Google,Bagus,2020-01-31 12:58:50
Pengguna Google,"Kemarin2 bisa masuk. Sekarang kenapa di password nya ga bener terus ya. Sudah ke email ganti juga. Kayaknya sistem password nya ngaco. Baru kali ini begini, sudah beberapa hari",2020-01-27 00:09:51
Pengguna Google,Kok di hp gw sony xperia M4 aqua ga bs ya? Padahal sebelumnya bisa.. Huft,2020-01-25 17:53:19
Pengguna Google,Good,2020-01-25 15:16:40
Pengguna Google,asyiik n Nikmat,2020-01-25 13:15:44
Pengguna Google,"Setelah di update tampilan gk enak banget, keyword nya naik2 nutupin beranda. Dan tiap mo buka aplikasi selalu diminta passcode. Ribet. Msh enak system yg kemarin.",2020-01-22 15:29:25
Pengguna Google,Nongkrong asik,2020-01-22 13:13:38
Pengguna Google,Ok,2020-01-22 12:36:34
Pengguna Google,ok,2020-01-21 16:48:30
Pengguna Google,"Mau signin dan diminta code verifikasi via email, tp tidak dikirim2 codenya. Sudah dicoba minta kirim ulang beberapa kali, hasilnya nihil..",2020-01-20 20:36:53
Pengguna Google,"Npa minta lg download versi terbaru,, tp kok ngga bs trus ya??udah isi email dan password",2020-01-20 15:13:14
Pengguna Google,senang dan cepat dlm mengumpulkan poin.jadi smangat utk mendapt at reward..Thx jg uda diberi b day cake.,2020-01-18 16:19:40
Pengguna Google,Buat apa ada aplikasi dan Starbucks card kalau sering offiline udah isi saldo jarang bisa dipakai :) Jadi harus debit atau cash :)),2020-01-17 09:07:16
Pengguna Google,Ok,2020-01-17 06:37:51
Pengguna Google,Aplikasi keluar sendiri dan di coba masuk berulang kali g bisa.. padahal baru isi saldo lumayan.. gimana nich.. masa uang saya g bisa di pake dan hangus .,2020-01-17 00:57:40
Pengguna Google,"Dr pertama registrasi susah banget buat loginnya berusaha trus smpai bisa, ketika sudah bs malah logout dgn sendirinya trs masuk ataun sign up malah ga bisa2 trs.. Kesell bgt mnta buat password bru ttp aja susah.. Bikin emosi👎👎👎",2020-01-16 13:50:18
Pengguna Google,"Saya sangat suka dengan aplikasi yg di berikan, namun kenapa ya setelah di update malah tidak bisa terbuka kembali? Selalu ada pembeeitahuan maintenance padahal sudah di update. Mohon infonya. Terima kasih.",2020-01-16 12:41:31
Pengguna Google,I can log in now after the new apps operated fully. Thank you..,2020-01-16 11:24:16
Pengguna Google,Tambahin byk promo,2020-01-15 15:18:50
Pengguna Google,Tiada hari tanpa starbucks..kopinya hmmm,2020-01-15 13:49:33
Pengguna Google,Good service,2020-01-15 06:12:02
Pengguna Google,"Abis di minta untuk upgrade, setelah udah aku upgrade harus login ulang, tapi email untuk no OTP nggak masuk ke email. Saya harus bagaimana?",2020-01-14 08:00:14
Pengguna Google,Susah untuk log in padahal sudah sign up Password nya juga susah buatnya,2020-01-13 09:18:25
