Ulasan,stemming,Learnability,Efficiency,Errors,Satisfaction
Eror mulu gajelass,"['eror', 'mulu', 'gajelass']",0,0,-1,0
Yang buatnya ke sirit mukanya ke kntl. Kntl nya budug,"['buat', 'sirit', 'muka', 'kntl', 'kntl', 'budug']",0,0,0,0
"Setiap kali memasukkan OTP not match, padahal udah copy paste. Wasting time !!!","['masuk', 'otp', 'not', 'match', 'copy', 'paste', 'wasting', 'time']",0,0,-1,0
login gabisa gajelas,"['login', 'enggak bisa', 'enggak jelas']",0,0,-1,0
Ada promo kah Starbucks ukuran tall @Rp10.000 SD 31des 21?,"['promo', 'starbucks', 'ukur', 'tall', 'sd', 'des']",0,0,0,0
kenapa susah sekali loginnya? sudah ketik buat password beberapa kali tapi tidak bisa log in,"['sulit', 'loginnya', 'ketik', 'password', 'log']",0,0,-1,0
Loginnya susah..otp sms smp 4x..otp email smp 2x..pas bikin code pasword malah eror terus.,"['loginnya', 'susahotp', 'sms', 'xotp', 'email', 'xpas', 'code', 'pasword', 'eror']",0,0,-1,0
"Ga bisa login, masih erroe","['login', 'erroe']",0,0,-1,0
Susah sekali untuk sign in,"['sulit', 'sign']",0,0,-1,0
gabisa login mulu. aplikasi masih nge bug gini udah di launching aje,"['enggak bisa', 'login', 'mulu', 'aplikasi', 'bug', 'launching']",0,0,-1,0
"Mau daftar aja ""internal server error"" terus. Gada pilihan bahasa Indonesia lagi. Aplikasinya kayak nggak selevel sama Starbucks gitu.","['daftar', 'internal', 'server', 'error', 'enggak ada', 'pilih', 'bahasa', 'indonesia', 'aplikasi', 'level', 'starbucks']",0,0,-1,0
Mau log in aja susah hadehh,"['log', 'sulit', 'hadehh']",0,0,-1,0
Cara order minum di tangerang gimana ia....,"['order', 'minum', 'tangerang']",-1,0,0,0
Referral code nya apa ya ?? Gk paham saya,"['referral', 'code', 'paham']",-1,0,0,0
Susah sig in,['sulit'],0,0,-1,0
"Woii..kamu niat gak sih bikin aplikasi ini kok sy udah daftar 2 nomor hp saya yg berbeda dan email semua sukses pd saat join daftar ,masalahnya trouble ada di login pdhl waktu daftar join sukses semua giliran mau login ga bisa...anehh..aplikasi guoblokk taiii","['woiikamu', 'niat', 'aplikasi', 'daftar', 'nomor', 'handphone', 'beda', 'email', 'sukses', 'join', 'daftar', 'trouble', 'login', 'daftar', 'join', 'sukses', 'gilir', 'login', 'bisaanehhaplikasi', 'guoblokk', 'taii']",0,0,-1,0
Atur passcode ga bisa bisa,"['atur', 'passcode']",0,0,-1,0
OTP incorrect mulu pdhl udah bener. Susah juga yg mau daftar🥲,"['otp', 'incorrect', 'mulu', 'sulit', 'daftar']",0,0,-1,0
Ga bisa daftar,['daftar'],0,0,-1,0
Servernya Eror nih perbaikin dlu,"['servernya', 'eror', 'baik']",0,0,-1,0
"Mau tnya untuk order lgsg mlalui apk ini,hny di daerah jakarta dan skitaranya??bisa tidak order lgsg lwat apk ini utk daerah lampung???","['order', 'mlalui', 'apk', 'inihny', 'daerah', 'jakarta', 'skitaranyabisa', 'order', 'lwat', 'apk', 'daerah', 'lampung']",0,0,-1,0
Setelah berhasil daftar Mala keluar sndri trus pas dibuka lg Mala stuck di logo awal doang gimna dong😔,"['hasil', 'daftar', 'mala', 'pas', 'buka', 'mala', 'stuck', 'logo', 'doang']",0,0,-1,0
"Halo pihak starbucks, kenapa yaa saya gabisa sign in? Tulisannya something wrong terus padahal saya sudah daftar klik join dan sucsses tulisannya. Pas mau sign in gabisa?","['starbucks', 'enggak bisa', 'sign', 'tulis', 'something', 'wrong', 'daftar', 'klik', 'join', 'sucsses', 'tulis', 'pas', 'sign', 'enggak bisa']",0,0,-1,0
Niat engga sih ngasih reward. Engga profesional untuk sekelas starbucks,"['niat', 'asih', 'reward', 'profesional', 'kelas', 'starbucks']",0,0,-1,0
"Aplikasi gagal, harus banyak perbaikan, gak recomended sih untuk sekelas starbucks","['aplikasi', 'gagal', 'baik', 'recomended', 'kelas', 'starbucks']",0,0,0,-1
"Ribett sekali, pengguna baru nggak bisa loginn","['ribett', 'guna', 'loginn']",0,0,-1,0
Aplikasi ga bisa dibuka smpah.,"['aplikasi', 'buka', 'smpah']",0,0,-1,0
Aplikasi apaan si login aja susah bet,"['aplikasi', 'login', 'sulit', 'banget']",0,0,-1,0
Kesel banget ama apk ini eror terus ga bisa log in sama sekali!!🙄🙄,"['kesel', 'banget', 'apk', 'eror', 'log']",0,0,-1,0
"sudah daftar pas mau login sama pasword internal server error,tolong dong diperbaiki aplikasinya","['daftar', 'pas', 'login', 'pasword', 'internal', 'server', 'errortolong', 'baik', 'aplikasi']",0,0,-1,0
LOL banyakan error,"['lol', 'banyak', 'error']",0,0,-1,0
G bsa log in,['log'],0,0,-1,0
Apa apaan saya baru download gabisa login dengan alasan server error gimana si,"['download', 'enggak bisa', 'login', 'alas', 'server', 'error']",0,0,-1,0
Login gagal? Pengguna baru ga diterima disini bro,"['login', 'gagal', 'guna', 'terima']",0,0,-1,0
"Saya baru daftar, udh berhasil dapat balasan email, trus pas saya mau log in knp gak bisa ya ?","['daftar', 'hasil', 'balas', 'email', 'pas', 'log']",0,0,-1,0
Kok udh forgot Password tp gak ada email buat resetnya ya,"['forgot', 'password', 'email', 'resetnya']",0,0,-1,0
"Aplikasi jelek, sudah joint, tapi saat login selalu dibilang invalid username/password","['aplikasi', 'jelek', 'joint', 'login', 'bilang', 'invalid', 'usernamepassword']",0,0,-1,0
"SUSAH BANGET BUAT REGISTER, SUSAH VERIFIKASI SEMUA TETEP AJA GABISA, MENDING GAUSAH DONLOT DEH","['sulit', 'banget', 'register', 'sulit', 'verifikasi', 'enggak bisa', 'mending', 'enggak usah', 'download']",0,0,-1,0
"Baru buka aplikasi nya udh eror,,dr smlm udh dicoba bbrpa kali ttp ga bisa","['buka', 'aplikasi', 'erordr', 'smlm', 'coba']",0,0,-1,0
ada promo sampai tanggal 30 Desember kan min?,"['promo', 'tanggal', 'desember']",0,0,0,0
"Ketika melakukan registrasi terdapat notifikasi gagal karena internal server error, tp saat dilakukan registrasi ulang tidak dapat karena email/no telp sudah terdaftar, tapi dicoba lupa password juga tidak masuk di email.","['registrasi', 'notifikasi', 'gagal', 'internal', 'server', 'error', 'registrasi', 'ulang', 'emailno', 'telp', 'daftar', 'coba', 'lupa', 'password', 'email']",0,0,-1,0
kenapa saya mengalami kesulitan untuk login padahal emaik dan pw sudah benar,"['alami', 'sulit', 'login', 'emaik', 'pw']",0,0,-1,0
"Email nya udah pas, waktu mau sign up eh ga bisa pass nya jg udah pas","['email', 'pas', 'sign', 'up', 'pas', 'pas']",0,0,-1,0
server eror trus kalo mau login,"['server', 'eror', 'login']",0,0,-1,0
Bru aja buat akun pas mau login malah gbs pdhal email sm password sama. Jelek bgt apknya tlg dibantu ya,"['akun', 'pas', 'login', 'enggak bisa', 'email', 'password', 'jelek', 'banget', 'apknya', 'tokamung', 'bantu']",0,0,-1,0
"Gak bisa login gimana lah udah daftar, sistem error terus","['login', 'daftar', 'sistem', 'error']",0,0,-1,0
code referrel nya apa ya,"['code', 'referrel']",-1,0,0,0
"tolong di perbaiki app nya, gak jelas ribet bgt, sudah berhasil join pas mau sigh up email atau pwd salah terus. Capek 👎","['tolong', 'baik', 'app', 'ribet', 'banget', 'hasil', 'join', 'pas', 'sigh', 'up', 'email', 'pwd', 'salah', 'capek']",0,0,-1,0
ribet,['ribet'],0,0,0,-1
Saya ingin daftar kok servis gangguan terus iya knpa kira²,"['daftar', 'servis', 'ganggu']",0,0,-1,0
Ga bisa login.. notifikasi nya internal eror..keburu abis promonya..hehe,"['login', 'notifikasi', 'internal', 'erorkeburu', 'habis', 'promonyahehe']",0,0,-1,0
Ga bisa daftar akun,"['daftar', 'akun']",0,0,-1,0
Saya tidak bisa masuk ke akun pribadi saya,"['akun', 'pribadi']",0,0,-1,0
APLIKASI NYA NIPU,"['aplikasi', 'nipu']",0,0,0,-1
Udh join now tapi gak nerima2 email dan pas sign in gak bisa2:(,"['join', 'now', 'terima', 'email', 'pas', 'sign']",0,0,-1,0
"Pendaftaran akun sudah berhasil, akan tetapi pada saat sign in muncul kata ""Internal Server Error"" itu terus. Tolong diperbaiki secepatnya ya, terimakasih 😊","['daftar', 'akun', 'hasil', 'sign', 'muncul', 'internal', 'server', 'error', 'tolong', 'baik', 'cepat', 'terimakasih']",0,0,-1,0
Aplikasi cacad udh berhasil daftar malah ga bisa masuk.,"['aplikasi', 'cacad', 'hasil', 'daftar']",0,0,-1,0
difficult to login sometimes,"['difficult', 'login', 'sometimes']",0,0,-1,0
gabisa login. internal sever error mulu ckckck. gabisa login tiba2 ada tulisan akun gue diblock. aneh banget. dari 2 tahun lalu juga gue uda pake app ini dan ternyata masih sama masalahnya. gaada perkembangan.,"['enggak bisa', 'login', 'internal', 'sever', 'error', 'mulu', 'enggak bisa', 'login', 'tulis', 'akun', 'diblock', 'aneh', 'banget', 'pakai', 'app', 'enggak ada', 'kembang']",0,0,-1,0
Server error teross kenapa yee?,"['server', 'error', 'teross']",0,0,-1,0
"Mau join aja susah banget , internal eror trus 😌","['join', 'sulit', 'banget', 'internal', 'eror']",0,0,-1,0
BENER BENER ANEH BANGET NI APLIKASI. UDAH MASUKIN KODE OTP YG BENER BERKALI2 TETEP AJA GAK BISA LOGIN. CCD,"['aneh', 'banget', 'aplikasi', 'masuk', 'kode', 'otp', 'kali', 'login', 'ccd']",0,0,-1,0
"Ribet daftarnya gak bisa2, email saya belom pernah daftar sama sekali. Males ahh uninstal bae","['ribet', 'daftar', 'email', 'bom', 'daftar', 'malas', 'uninstal', 'bae']",0,0,-1,0
"Mau masuk ribet bgt, Padahal sudah finish tinggal Masuk suruh verif kode lewat email, setelah dapat kode dari email, di masukin kode nya ga bisa, katanya ga valid, HELOOOO itu kan yg ngirim kode nya juga Starbucks, di masukin td ga valid terus katanya, ANJJingg Nyesel bgt download nya, buang2 waktuuu!!!!","['ribet', 'banget', 'finish', 'tinggal', 'suruh', 'verif', 'kode', 'email', 'kode', 'email', 'masuk', 'kode', 'valid', 'heloo', 'kirim', 'kode', 'starbucks', 'masuk', 'valid', 'anjjingg', 'sesal', 'banget', 'download', 'buang', 'waktuu']",0,-1,-1,0
Internal server error mulu,"['internal', 'server', 'error', 'mulu']",0,0,-1,0
Uda dftr tp mau log in gak bisa2.. bikin oasw utk log in malah katanya no connection.. aneh,"['daftar', 'log', 'oasw', 'log', 'connection', 'aneh']",0,0,-1,0
"Udah bikin akun tapi ga bs sign in,😞","['akun', 'sign']",0,0,-1,0
"Login aja susah banget tolong ditimgkatkan lagi, Progammernya tolong kerja yang bener","['login', 'sulit', 'banget', 'tolong', 'ditimgkatkan', 'progammernya', 'tolong']",0,0,-1,0
Sudah join..pas mau masuk eh eror Mulu... kecewa,"['joinpas', 'eror', 'mulu', 'kecewa']",0,0,-1,-1
Gk bisa signup loooohhh huuuffttt,"['signup', 'loohh', 'huufftt']",0,0,-1,0
gk bisa login,['login'],0,0,-1,0
"Haloooo ini kenapa trouble di sign in yaaa? Saya sudah mau sign in, udh dapet otp di email, tp di laman aplikasi nya gaada kolom untuk input kode otp. Moon bantuan","['haloo', 'trouble', 'sign', 'sign', 'otp', 'email', 'laman', 'aplikasi', 'enggak ada', 'kolom', 'input', 'kode', 'otp', 'moon', 'bantu']",0,0,-1,0
LOADING MULU,"['loading', 'mulu']",0,-1,-1,0
Gabisa masuk padahal udah daftar pas udah mau login malah gabisa tertulis Server Error maunya gimana sih?,"['enggak bisa', 'daftar', 'pas', 'login', 'enggak bisa', 'tulis', 'server', 'error', 'mau']",0,0,-1,0
Ok,[],0,0,0,1
Mantappp banyak rewardnyaaa,"['mantap', 'rewardnyaa']",0,0,0,1
keep error,"['keep', 'error']",0,0,-1,0
Good,[],0,0,0,1
Keren bgt,"['keren', 'banget']",0,0,0,1
Good,[],0,0,0,1
"Terima kasih ya Starbucks, setelah update dgn versi yg ini, aplikasi Starbucks sy bisa di buka lagi... 👍👍👍","['terima', 'kasih', 'starbucks', 'versi', 'aplikasi', 'starbucks', 'buka']",0,0,0,1
Okeah,['okeah'],0,0,0,1
Keren,['keren'],0,0,0,1
Maintain Good Job Mike...,"['maintain', 'job', 'mike']",0,0,0,1
Serve n Kept goin,"['serve', 'kept', 'goin']",0,0,0,0
Bagus,['bagus'],0,0,0,1
Ok mantap keren bagus yuhhuuuu,"['mantap', 'keren', 'bagus', 'yuhhuu']",0,0,0,1
Bagus,['bagus'],0,0,0,1
Enak,[],0,0,0,0
Good,[],0,0,0,1
Suka ..pelayanan sangat baik,"['suka', 'layan']",0,0,0,0
Makin Croot dech suka sama Starbucks mantul lah... Banyakiiin promo yang Croot croot Biar Mantap,"['croot', 'suka', 'starbucks', 'mantul', 'banyakiin', 'promo', 'croot', 'croot', 'mantap']",0,0,1,0
Aplikasi nya tidak bisa dibuka setelah mengaktifkan airplane mode,"['aplikasi', 'buka', 'aktif', 'airplane', 'mode']",0,0,-1,0
Ribet login nyaa,"['ribet', 'login']",0,0,-1,0
Login gak bisa nih. Ga dikirimin kode verifikasi ke Gmail nya .. payah.,"['login', 'dikirimin', 'kode', 'verifikasi', 'gmail', 'payah']",0,0,-1,0
Interface bikin ribet lebih dari bank buat lebih efisien seperti gesture atau pin . setalah logout harus ini itu apk untuk minum bukan perbankan aman sih aman cuma terlalu ribet buat yg seefisien mungkin,"['interface', 'ribet', 'bank', 'efisien', 'gesture', 'seta', 'logout', 'apk', 'minum', 'perban', 'aman', 'aman', 'ribet', 'efisien']",0,-1,0,0
Memudahkan sekali utk yg sering lupa naruh atau ketinggalan Starbuck Card. Tapi pricelist menunya belom ada. Semoga kedepannya ada dan semoga tambah laris hehe,"['mudah', 'lupa', 'naruh', 'tinggal', 'starbuck', 'card', 'pricelist', 'menu', 'bom', 'moga', 'depan', 'moga', 'laris']",0,1,-1,0
Good,[],0,0,0,1
"Kenapa mau buka app ga bisa?? Keterangan nya ga, ada signal padahal wifi full dan lancar banget ga ada masalah.. Payah banget nih applikasi.. Percuma download klo ga bisa di pake","['buka', 'app', 'terang', 'signal', 'wifi', 'full', 'lancar', 'banget', 'payah', 'banget', 'aplikasi', 'download', 'pakai']",0,0,-1,0
"Ga bisa login, orang passwordnya juga sama. Reset password ttp ga dpt email :))","['login', 'passwordnya', 'reset', 'password', 'email']",0,0,-1,0
"Sering log out, dan g bisa masuk lagi sampai sekarang, sudah lupa pasw diganti pas mau masuk dibilang invalid User Id or Pasword","['log', 'out', 'lupa', 'pasw', 'ganti', 'pas', 'bilang', 'invalid', 'user', 'id', 'pasword']",0,0,-1,0
Kok saya udah 3minggu ini ga bisa² login ya?,"['minggu', 'login']",0,0,-1,0
Daftar sejak 2016 tidak jadi jadi. Aplikasi starbucks indonesia 👎🏿👎🏿👎🏿👎🏿👎🏿. Pelanggan setiamu sampai sekarang.tapi aplikasimu yang mengekecewakan.,"['daftar', 'aplikasi', 'starbucks', 'indonesia', 'langgan', 'setia', 'sekarangtapi', 'aplikasi', 'kecewa']",0,0,0,-1
Bagus,['bagus'],0,0,0,1
"Ribet, mau join aj di bikin ribet. Udah masukin 2 email eh ga bisa. Katanya ga valid. Padahal daftar apa aj pake email itu bisa2 aj. Pas tes pake email asal2an eh malah masuk. Tp Ujung2nya ga bisa verifikasi email gra2 Cuma ngasal...jgn bikin aplikasi dh kalau ribet.","['ribet', 'join', 'ribet', 'masuk', 'email', 'valid', 'daftar', 'pakai', 'email', 'pas', 'tes', 'pakai', 'email', 'asal', 'ujung', 'verifikasi', 'email', 'gra', 'ngasaljgn', 'aplikasi', 'ribet']",0,-1,-1,0
Good,[],0,0,0,1
SETIAP MAU MASUKIN KODE PIN PAKAI PAKET DATA SELALU ERROR ! GAK NGERTI LG SKRNG SM APP STARBUCKS,"['masuk', 'kode', 'pakai', 'paket', 'data', 'error', 'erti', 'app', 'starbucks']",0,0,-1,0
Pin tidak terkirim saat melakukan sign in untuk mendaftarkan akun. Sudah dicoba resend code berkali-kali tapi tidak ada kode pin yang terkirim ke email...,"['kirim', 'sign', 'daftar', 'akun', 'coba', 'resend', 'code', 'berkalikali', 'kode', 'kirim', 'email']",0,0,-1,0
Mantap,['mantap'],0,0,0,1
Starbucknnya bagus banget,"['starbucknnya', 'bagus', 'banget']",0,0,0,0
Promonya kadang berbeda di semua outlet starbucks,"['promonya', 'kadang', 'beda', 'outlet', 'starbucks']",0,0,0,0
T c,[],0,0,0,0
Nice taste....,"['nice', 'taste']",0,0,0,0
Gimna mau dapat OTP ?? Sudah resend berkali-kali tpi sms gk ada masuk. Ada cara lain buat sign up ??,"['otp', 'resend', 'berkalikali', 'sms', 'sign', 'up']",0,0,-1,0
Kode OTP nya kok ga masuk masuk ke pesan sih...,"['kode', 'otp', 'pesan']",0,0,-1,0
Rasa kopi nya enak banget,"['kopi', 'banget']",0,0,0,0
Sudah daftar ikutin petunjuk. Mentok2 password invalid🤣🤣🤣🤣🤣. Halooouuuuuuu!!!!!!.#starbuck indonesia#,"['daftar', 'ikut', 'tunjuk', 'mentok', 'password', 'invalid', 'haloouu', 'indonesia']",0,0,-1,0
"Susah join nya, otp nya gak masuk-masuk (via SMS)","['sulit', 'join', 'otp', 'masukmasuk', 'via', 'sms']",0,0,-1,0
aplikasi tidak bisa di buka sama sekali. pake paket data ataupun wifi. tolong segera diperbaiki.,"['aplikasi', 'buka', 'pakai', 'paket', 'data', 'wifi', 'tolong', 'baik']",0,0,-1,0
Susah amat app ini GK jelasss ngajak berantem gw dah tiba² keluar sendiri terus daftar nya susahnya minta ampun,"['sulit', 'app', 'jelass', 'ajak', 'antem', 'daftar', 'susah', 'ampun']",-1,0,-1,0
"ga bisa login aplikasi semenjak update, refresh page mulu anjir tolong donk ditindak lanjuti team developer nya","['login', 'aplikasi', 'semenjak', 'refresh', 'page', 'mulu', 'tolong', 'tindak', 'lanjut', 'team', 'developer']",0,0,-1,0
Jos,['jos'],0,0,0,1
sumpah ga bisa ganti pasword.... ga masuk email nyaa... ampunnnn,"['sumpah', 'ganti', 'pasword', 'email', 'ampun']",0,0,-1,0
trash.. i download it 3 times and still cant open the app. it says i dont hv connection. my internet connection is running well. Such a waste of time downloading this app.,"['trash', 'download', 'times', 'still', 'cant', 'open', 'app', 'says', 'dont', 'hv', 'connection', 'internet', 'connection', 'running', 'well', 'such', 'waste', 'time', 'downloading', 'this', 'app']",0,-1,-1,0
Saya belon dapat order Starbucks indonisah,"['belon', 'order', 'starbucks', 'indonisah']",0,0,-1,0
"Tiap buka aplikasi selalu konfirmasi kode ke email, RIBET!","['buka', 'aplikasi', 'konfirmasi', 'kode', 'email', 'ribet']",-1,-1,0,0
Sangat menyenangkan dan hemat waktu menggunakan applikasi ini,"['senang', 'hemat', 'aplikasi']",0,1,0,1
"Lambat ngirimin kode OTP nya lewat email,klo bisa jngn lewat email lgi ngirim otp nya melainkan lewat w'a atau SMS","['lambat', 'ngirimin', 'kode', 'otp', 'emailklo', 'email', 'kirim', 'otp', 'whatsapp', 'sms']",0,0,-1,0
Tempat diskusi yg enak banget ....,"['diskusi', 'banget']",0,0,0,0
Is the best,['best'],0,0,0,1
Kenapa ndak bisa log in dan infonya internal server error,"['indak', 'log', 'info', 'internal', 'server', 'error']",0,0,-1,0
"Sdh berhasil daftar tp ga bisa login, daftar ulang dikatakan email sdh terdaftar, buat lupa password, email reset password tdk ada masuk, pilih login muncul notif internal server error. Berulang kali install re install tetep g bisa juga. Payah...","['hasil', 'daftar', 'login', 'daftar', 'ulang', 'email', 'daftar', 'lupa', 'password', 'email', 'reset', 'password', 'pilih', 'login', 'muncul', 'notif', 'internal', 'server', 'error', 'ulang', 'install', 'install', 'payah']",0,0,-1,0
Happy,['happy'],0,0,0,1
Internal server eror terus!,"['internal', 'server', 'eror']",0,0,-1,0
Setiap log in internal error trs.,"['log', 'internal', 'error']",0,0,-1,0
Menyenangkan,['senang'],0,0,0,1
"Kak saya barusan membuat lagi join up dengan email dan pw yang berbeda tetapi pas di sign in nya malah tidak bisa, kenapa ya ini?","['barusan', 'join', 'up', 'email', 'pw', 'beda', 'pas', 'sign']",0,0,-1,0
ga bisa sing in...internal error mulu masa😏,"['sing', 'ininternal', 'error', 'mulu']",0,0,-1,0
Mau login error mulu,"['login', 'error', 'mulu']",0,0,-1,0
"Karena diinfo kasirnya tuk download Starbucks makanya mau download, belom tahu akan ada manfaat atau tidak. Tapi begitu mau proses registrasi, susahnya minta Ampun, error Mulu, kayak penting banget aja, kayak dibutuhkan banget aja hahaha, langsung DELETE, menyebalkan proses registrasi nya, HAPUSlah gag butuh","['info', 'kasir', 'download', 'starbucks', 'download', 'bom', 'manfaat', 'proses', 'registrasi', 'susah', 'ampun', 'error', 'mulu', 'banget', 'butuh', 'banget', 'hahaha', 'delete', 'sebal', 'proses', 'registrasi', 'hapus', 'butuh']",-1,-1,-1,0
"Driver gojek & grab yg pernah jadi member platinum pada masanya, syg udh goresto","['driver', 'gojek', 'grab', 'member', 'platinum', 'masa', 'sayang', 'goresto']",0,0,0,0
👍,[],0,0,0,1
Banyakin promo ya...,"['banyak', 'promo']",0,0,-1,0
Kenapa setelah diperbaharui malah aksesnya no wifi terus??? Padahal sinyal n kuotaku penuh,"['baharu', 'akses', 'wifi', 'sinyal', 'kuota', 'penuh']",0,0,-1,0
"Saya tidak bisa sign in sudah beberapa kali coba, padahal jaringan internet bagus, apa solusinya?","['sign', 'coba', 'jaring', 'internet', 'bagus', 'solusi']",0,0,-1,0
Smoga di acc,"['moga', 'acc']",0,0,0,0
"Baru join, kok pas mau sign in gak bisa masuk. Error mulu. Ini gimana ya? Apakah kalo di android emang gak bisa?","['join', 'pas', 'sign', 'error', 'mulu', 'android']",0,0,-1,0
Gak bisa di akses,['akses'],0,0,-1,0
Not good,['not'],0,0,0,-1
Free one vintage,"['one', 'vintage']",0,0,0,0
Stelah d update dibuka mesti pake Wifi g bisa kuota hp ... jelek banget,"['buka', 'mesti', 'pakai', 'wifi', 'kuota', 'handphone', 'jelek', 'banget']",0,0,-1,0
Wah saya dapatkartu nya saya dapat makanan dan minuman,"['dapatkartu', 'makan', 'minum']",0,0,0,1
Senang dengan diskon²nya,"['senang', 'diskon']",0,0,1,0
RIBET KALI YA MAU LOGIN AJA.....GA GUNA APLIKASI KAYAK GINI,"['ribet', 'login', 'ajaga', 'aplikasi']",-1,-1,0,0
Aplikasi ini mempermudah dan membuat saya banyak dpt promo. namun jika batre hp saya habis. maka saya yg susah.,"['aplikasi', 'mudah', 'promo', 'baterai', 'handphone', 'habis', 'sulit']",0,1,0,0
Knp review org² pada gak bagus? Berarti emg gak cocok pny aplikasi spt kopi kenangan yg nyaman di pakai.,"['review', 'bagus', 'cocok', 'aplikasi', 'kopi', 'kenang', 'nyaman', 'pakai']",0,0,0,-1
"Setelah di update, ga bisa d bukaa Can't connect to the network terus 😢padahal ada kuota, solusi nya gmn min","['bukaa', 'cant', 'connect', 'network', 'kuota', 'solusi']",0,0,-1,0
Ok,[],0,0,0,1
Kopi susu,"['kopi', 'susu']",0,0,0,0
My Fav cafe 🥰 & coffee,"['favorit', 'cafe', 'coffee']",0,0,0,0
Good Jobs,['jobs'],0,0,0,1
"Setelah diupdate aplikasi malah tidak bisa dibuka terus, selalu tulisannya retry jaringan tidak ada, pdhl sedang connect wifi hufft jd repot cek saldo dan rewardnya","['diupdate', 'aplikasi', 'buka', 'tulis', 'retry', 'jaring', 'connect', 'wifi', 'hufft', 'repot', 'cek', 'saldo', 'rewardnya']",0,-1,-1,0
👍,[],0,0,0,1
"kode verifikasi hbs daftar mana gamasuk2 email dh bener, ealah ribet","['kode', 'verifikasi', 'habis', 'daftar', 'gamasuk', 'email', 'ribet']",0,-1,-1,0
"Kirain cuma gw doang yg gak bisa login, buat dapet code verifikasi di gmail gak masuk-masuk email nya, mohon di bantu untuk masalahnya","['doang', 'login', 'code', 'verifikasi', 'gmail', 'masukmasuk', 'email', 'bantu']",0,0,-1,0
"Aplikasi tidak bisa dibuka jika menggunakan kuota hp,, kl saya pake WiFi kantor baru bisa. Tdk user friendly stlh diupdate, aplikasi jadi butuh kuota yg besar untuk membukanya. tlng diperbaiki..","['aplikasi', 'buka', 'kuota', 'handphone', 'pakai', 'wifi', 'kantor', 'user', 'friendly', 'diupdate', 'aplikasi', 'butuh', 'kuota', 'buka', 'tlng', 'baik']",-1,0,-1,0
Akhirnya setelah tidak bisa dibuka sekarang dah bisa lagi lancar.. terima kasih banyak,"['buka', 'lancar', 'terima', 'kasih']",0,0,1,0
Tetap menjadi idola unk keluargaku BiHiZa,"['idola', 'unk', 'keluarga', 'bihiza']",0,0,0,0
"Kurang kompatibel saat isi pin, malah dikira isi otp, keyboardnya jadi naik turun, tapi apps keuangan lainnya lancar lancar aja Perbaikan masalah sangat cepat, feedback costumer didengar dengan baik","['kompatibel', 'isi', 'isi', 'otp', 'keyboardnya', 'turun', 'apps', 'uang', 'lancar', 'lancar', 'baik', 'cepat', 'feedback', 'costumer', 'dengar']",0,0,-1,0
Buang2 waktu gw aja,['buang'],0,-1,0,0
Good,[],0,0,0,1
Apakah Ulasan ini membantu. tolong supaya bisa di cek unek uneknya.,"['ulas', 'bantu', 'tolong', 'cek', 'unek', 'uneknya']",0,0,0,0
Mudah diakses,"['mudah', 'akses']",1,0,0,0
kembangin terus ...,['kembangin'],0,0,0,1
"As long as keren seh,,, cuman ada bbrp outlet yg pelayanan nya lambat meskipun Costumernya kurang","['long', 'keren', 'cuman', 'outlet', 'layan', 'lambat', 'costumernya']",0,0,0,0
"Pokoknya klu mau ngopi ingat starbucks, soalnya ada susu soya😄😄","['pokok', 'ngopi', 'starbucks', 'susu', 'soya']",0,0,0,0
"yassalam , ini aplikasi kok makin ancur fungsionalitas + UI nya awowkwkw, gw mantan developer android starbucks yang dulu pernah nanganin ini aplikasi, perasaan terakhir update UI sign up nya masih rapih dah, ini jadi begajulan lagi wkwkw, mana force close pas di coba","['yassalam', 'aplikasi', 'hancur', 'fungsionalitas', 'ui', 'awowkwkw', 'mantan', 'developer', 'android', 'starbucks', 'nanganin', 'aplikasi', 'asa', 'ui', 'sign', 'up', 'rapi', 'begajulan', 'force', 'close', 'pas', 'coba']",0,0,-1,0
Good saya sering dapat bonus,['bonus'],0,0,0,1
"Jujur sih, buat di hape jadul ga enak bener app nya, aku kasih bintang 5 karena aku yakin kalian masih bisa terus berkembang. 😊👍👍","['jujur', 'handphone', 'jadul', 'app', 'kasih', 'bintang', 'kembang']",0,0,-1,0
Sbucks knp yaa ga bs sign in,"['sbucks', 'sign']",0,0,-1,0
Setelah diperbarui malah ga bs login kembali.,"['baru', 'login']",0,0,-1,0
"Setelah update, malah tidak bisa log in karena ""internal server error"". Coba beberapa kali log in malah tetep tidak bisa dan akun di block 😂","['log', 'internal', 'server', 'error', 'coba', 'log', 'akun', 'block']",0,0,-1,0
Gila sih sekelas starbcuk apps nya kaya gini jeleknya. Ketika apps di buka ga bisa2,"['gila', 'kelas', 'starbcuk', 'apps', 'jelek', 'apps', 'buka']",0,0,-1,-1
hari ini sy mo bayar pk starbucks mobile app..tp sm sekali ga bisa di buka..udah di uninstall terus di download lg ttp ga mau terbuka...berat bgt kynya masalah starbucks app ini..,"['bayar', 'pakai', 'starbucks', 'mobile', 'apptp', 'bukaudah', 'uninstall', 'download', 'terbukaberat', 'banget', 'kynya', 'starbucks', 'app']",0,0,-1,0
"Ini kenapa ya, app nya gak bisa dibuka. Sudah update padahal 😞","['app', 'buka']",0,0,-1,0
SB the best...😍😘,"['sb', 'best']",0,0,0,0
Ada problem apa ya kok ngga bisa di buka aplikasi nya?,"['problem', 'buka', 'aplikasi']",0,0,-1,0
mudah dan fungsional,"['mudah', 'fungsional']",1,1,0,0
